text,type,start,end,method,article_id,article_url,article_domain,article_theme
Misdiagnosis Cases Soar,PERSON,98,121,nltk,965,https://www.manilatimes.net/2025/04/01/tmt-newswire/globenewswire/lowenthal-abrams-expands-focus-on-medical-malpractice-in-pittsburgh-and-western-pennsylvania-as-misdiagnosis-cases-soar/2084506,manilatimes.net,MEDICAL
AIbom,ORGANIZATION,0,5,nltk,967,https://punchng.com/aibom-nma-threatens-strike-over-medical-lecturers-pay/,punchng.com,MEDICAL
NMA,ORGANIZATION,6,9,nltk,967,https://punchng.com/aibom-nma-threatens-strike-over-medical-lecturers-pay/,punchng.com,MEDICAL
ESIC,GPE,0,4,nltk,973,https://timesofindia.indiatimes.com/education/news/esic-set-to-establish-10-new-medical-schools-across-india/articleshow/120575672.cms,timesofindia.indiatimes.com,MEDICAL
India,GPE,52,57,nltk,973,https://timesofindia.indiatimes.com/education/news/esic-set-to-establish-10-new-medical-schools-across-india/articleshow/120575672.cms,timesofindia.indiatimes.com,MEDICAL
NMC,ORGANIZATION,0,3,nltk,974,https://timesofindia.indiatimes.com/education/news/nmc-mandates-aadhaar-based-attendance-to-curb-ghost-faculty-practice/articleshow/120574265.cms,timesofindia.indiatimes.com,MEDICAL
Aadhaar,PERSON,13,20,nltk,974,https://timesofindia.indiatimes.com/education/news/nmc-mandates-aadhaar-based-attendance-to-curb-ghost-faculty-practice/articleshow/120574265.cms,timesofindia.indiatimes.com,MEDICAL
How,PERSON,0,3,nltk,975,https://www.prnewswire.com/news-releases/how-medical-malpractice-cases-work-in-florida-what-victims-need-to-know-302413442.html,prnewswire.com,MEDICAL
Medical Malpractice Cases Work,PERSON,4,34,nltk,975,https://www.prnewswire.com/news-releases/how-medical-malpractice-cases-work-in-florida-what-victims-need-to-know-302413442.html,prnewswire.com,MEDICAL
Florida,GPE,38,45,nltk,975,https://www.prnewswire.com/news-releases/how-medical-malpractice-cases-work-in-florida-what-victims-need-to-know-302413442.html,prnewswire.com,MEDICAL
Realistic Medical Shows,ORGANIZATION,7,30,nltk,976,https://screenrant.com/most-realistic-medical-shows-according-to-experts-list/,screenrant.com,MEDICAL
Real Doctors,ORGANIZATION,46,58,nltk,976,https://screenrant.com/most-realistic-medical-shows-according-to-experts-list/,screenrant.com,MEDICAL
CMEF,ORGANIZATION,0,4,nltk,977,https://en.antaranews.com/news/352365/cmef-shanghai-2025-wraps-up-in-shanghai-with-record-breaking-innovations-and-global-participation,en.antaranews.com,MEDICAL
Shanghai,GPE,5,13,nltk,977,https://en.antaranews.com/news/352365/cmef-shanghai-2025-wraps-up-in-shanghai-with-record-breaking-innovations-and-global-participation,en.antaranews.com,MEDICAL
Record,PERSON,45,51,nltk,977,https://en.antaranews.com/news/352365/cmef-shanghai-2025-wraps-up-in-shanghai-with-record-breaking-innovations-and-global-participation,en.antaranews.com,MEDICAL
Global Participation,PERSON,79,99,nltk,977,https://en.antaranews.com/news/352365/cmef-shanghai-2025-wraps-up-in-shanghai-with-record-breaking-innovations-and-global-participation,en.antaranews.com,MEDICAL
GetInsured,ORGANIZATION,0,10,nltk,978,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/getinsured-forgives-25m-in-medical-debt-its-largest-relief-effort-so-far/2097698,manilatimes.net,MEDICAL
Medical Debt,ORGANIZATION,31,43,nltk,978,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/getinsured-forgives-25m-in-medical-debt-its-largest-relief-effort-so-far/2097698,manilatimes.net,MEDICAL
Largest,GPE,50,57,nltk,978,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/getinsured-forgives-25m-in-medical-debt-its-largest-relief-effort-so-far/2097698,manilatimes.net,MEDICAL
Effort So Far,PERSON,65,78,nltk,978,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/getinsured-forgives-25m-in-medical-debt-its-largest-relief-effort-so-far/2097698,manilatimes.net,MEDICAL
Adventist,PERSON,0,9,nltk,979,https://wtop.com/sponsored-content/2025/04/adventist-healthcare-fort-washington-medical-center-honored-with-award-for-reducing-patient-waiting-times/,wtop.com,MEDICAL
HealthCare Fort Washington Medical Center,ORGANIZATION,10,51,nltk,979,https://wtop.com/sponsored-content/2025/04/adventist-healthcare-fort-washington-medical-center-honored-with-award-for-reducing-patient-waiting-times/,wtop.com,MEDICAL
Netflix,PERSON,0,7,nltk,981,https://screenrant.com/netflix-pulse-the-pitt-similar-medical-shows-recommendation/,screenrant.com,MEDICAL
New Medical Drama,ORGANIZATION,8,25,nltk,981,https://screenrant.com/netflix-pulse-the-pitt-similar-medical-shows-recommendation/,screenrant.com,MEDICAL
Pitt Show,ORGANIZATION,56,65,nltk,981,https://screenrant.com/netflix-pulse-the-pitt-similar-medical-shows-recommendation/,screenrant.com,MEDICAL
Panvel,PERSON,0,6,nltk,982,https://www.freepressjournal.in/mumbai/panvel-municipal-corporation-plans-medical-tourism-boost-holds-key-meeting-with-hospitals-ahead-of-nmia-launch,freepressjournal.in,MEDICAL
Municipal Corporation Plans Medical Tourism Boost,PERSON,7,56,nltk,982,https://www.freepressjournal.in/mumbai/panvel-municipal-corporation-plans-medical-tourism-boost-holds-key-meeting-with-hospitals-ahead-of-nmia-launch,freepressjournal.in,MEDICAL
Holds Key Meeting,PERSON,59,76,nltk,982,https://www.freepressjournal.in/mumbai/panvel-municipal-corporation-plans-medical-tourism-boost-holds-key-meeting-with-hospitals-ahead-of-nmia-launch,freepressjournal.in,MEDICAL
Hospitals Ahead Of,ORGANIZATION,82,100,nltk,982,https://www.freepressjournal.in/mumbai/panvel-municipal-corporation-plans-medical-tourism-boost-holds-key-meeting-with-hospitals-ahead-of-nmia-launch,freepressjournal.in,MEDICAL
NMIA Launch,ORGANIZATION,101,112,nltk,982,https://www.freepressjournal.in/mumbai/panvel-municipal-corporation-plans-medical-tourism-boost-holds-key-meeting-with-hospitals-ahead-of-nmia-launch,freepressjournal.in,MEDICAL
Avanos,PERSON,0,6,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
Medical,ORGANIZATION,7,14,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
Inc,PERSON,17,20,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
Common Stock,ORGANIZATION,23,35,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
NYSE,ORGANIZATION,38,42,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
Stock Quote,PERSON,52,63,nltk,983,https://markets.financialcontent.com/stocks/quote?Symbol=321:42260825,markets.financialcontent.com,MEDICAL
Dean,GPE,0,4,nltk,984,https://www.thehindu.com/news/cities/chennai/dean-of-madras-medical-college-transferred/article69491312.ece,thehindu.com,MEDICAL
Madras Medical College,PERSON,8,30,nltk,984,https://www.thehindu.com/news/cities/chennai/dean-of-madras-medical-college-transferred/article69491312.ece,thehindu.com,MEDICAL
SHL Medical,ORGANIZATION,0,11,nltk,985,https://www.finanznachrichten.de/nachrichten-2025-04/64989754-shl-medical-opens-new-us-dollar-220-million-manufacturing-facility-in-the-us-to-serve-growing-autoinjector-market-008.htm,finanznachrichten.de,MEDICAL
US,GSP,22,24,nltk,985,https://www.finanznachrichten.de/nachrichten-2025-04/64989754-shl-medical-opens-new-us-dollar-220-million-manufacturing-facility-in-the-us-to-serve-growing-autoinjector-market-008.htm,finanznachrichten.de,MEDICAL
Chinese,GPE,0,7,nltk,986,http://www.china.org.cn/world/2025-04/06/content_117807740.htm,china.org.cn,MEDICAL
Myanmar,GPE,66,73,nltk,986,http://www.china.org.cn/world/2025-04/06/content_117807740.htm,china.org.cn,MEDICAL
Texas,PERSON,0,5,nltk,987,https://www.mondaq.com:443/unitedstates/healthcare/1609592/texas-bill-introduced-to-restrict-non-physician-practice-in-certain-medical-spas,mondaq.com,MEDICAL
Bill Introduced,PERSON,6,21,nltk,987,https://www.mondaq.com:443/unitedstates/healthcare/1609592/texas-bill-introduced-to-restrict-non-physician-practice-in-certain-medical-spas,mondaq.com,MEDICAL
Restrict Non,PERSON,25,37,nltk,987,https://www.mondaq.com:443/unitedstates/healthcare/1609592/texas-bill-introduced-to-restrict-non-physician-practice-in-certain-medical-spas,mondaq.com,MEDICAL
Physician,GPE,40,49,nltk,987,https://www.mondaq.com:443/unitedstates/healthcare/1609592/texas-bill-introduced-to-restrict-non-physician-practice-in-certain-medical-spas,mondaq.com,MEDICAL
Certain,GPE,62,69,nltk,987,https://www.mondaq.com:443/unitedstates/healthcare/1609592/texas-bill-introduced-to-restrict-non-physician-practice-in-certain-medical-spas,mondaq.com,MEDICAL
Medical,PERSON,0,7,nltk,988,http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=192431,world.kbs.co.kr,MEDICAL
Community Positive,ORGANIZATION,8,26,nltk,988,http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=192431,world.kbs.co.kr,MEDICAL
Medical School Admissions Quota Freeze,ORGANIZATION,30,68,nltk,988,http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=192431,world.kbs.co.kr,MEDICAL
Medical,PERSON,0,7,nltk,989,https://www.jagranjosh.com/colleges/medical-college-professor-teacher-eligibility-by-nmc-clga-1737367814-1,jagranjosh.com,MEDICAL
College,ORGANIZATION,8,15,nltk,989,https://www.jagranjosh.com/colleges/medical-college-professor-teacher-eligibility-by-nmc-clga-1737367814-1,jagranjosh.com,MEDICAL
Latest,GPE,51,57,nltk,989,https://www.jagranjosh.com/colleges/medical-college-professor-teacher-eligibility-by-nmc-clga-1737367814-1,jagranjosh.com,MEDICAL
NMC,ORGANIZATION,69,72,nltk,989,https://www.jagranjosh.com/colleges/medical-college-professor-teacher-eligibility-by-nmc-clga-1737367814-1,jagranjosh.com,MEDICAL
RESULTS,ORGANIZATION,34,41,nltk,990,https://www.finanznachrichten.de/nachrichten-2025-04/65205758-affluent-medical-2024-full-year-results-2-015.htm,finanznachrichten.de,MEDICAL
India,GPE,56,61,nltk,991,https://www.livemint.com/companies/news/esic-considering-to-open-10-new-medical-colleges-across-india-11745329655193.html,livemint.com,MEDICAL
Auditor,GPE,0,7,nltk,993,https://www.yahoo.com/news/auditor-announces-investigation-kentucky-awarded-211755295.html,yahoo.com,MEDICAL
Kentucky,PERSON,39,47,nltk,993,https://www.yahoo.com/news/auditor-announces-investigation-kentucky-awarded-211755295.html,yahoo.com,MEDICAL
Medical,GPE,0,7,nltk,996,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=28&_f=homepage_featured,boredpanda.com,MEDICAL
Students Accused Of Mocking,ORGANIZATION,8,35,nltk,996,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=28&_f=homepage_featured,boredpanda.com,MEDICAL
Woman Who,PERSON,36,45,nltk,996,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=28&_f=homepage_featured,boredpanda.com,MEDICAL
Medical,GPE,0,7,nltk,997,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=5&_f=homepage_featured,boredpanda.com,MEDICAL
Students Accused Of Mocking,ORGANIZATION,8,35,nltk,997,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=5&_f=homepage_featured,boredpanda.com,MEDICAL
Woman Who,PERSON,36,45,nltk,997,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=5&_f=homepage_featured,boredpanda.com,MEDICAL
Medical,GPE,0,7,nltk,998,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=10&_f=homepage_featured,boredpanda.com,MEDICAL
Students Accused Of Mocking,ORGANIZATION,8,35,nltk,998,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=10&_f=homepage_featured,boredpanda.com,MEDICAL
Woman Who,PERSON,36,45,nltk,998,https://www.boredpanda.com/med-students-accused-of-mocking-woman-who-had-4-transplants/?cexp_id=122172&cexp_var=10&_f=homepage_featured,boredpanda.com,MEDICAL
Acer,PERSON,0,4,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
Medical Debuts,ORGANIZATION,5,19,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
VeriSee,ORGANIZATION,20,27,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
Malaysian,GPE,69,78,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
Ophthalmology Society Annual,ORGANIZATION,79,107,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
Congress,ORGANIZATION,108,116,nltk,999,https://www.manilatimes.net/2025/03/31/tmt-newswire/pr-newswire/acer-medical-debuts-verisee-ai-assisted-screening-solutions-at-the-malaysian-ophthalmology-society-annual-congress/2082957,manilatimes.net,MEDICAL
Apyx,PERSON,0,4,nltk,1000,https://www.globenewswire.com/news-release/2025/04/24/3067457/0/en/Apyx-Medical-Corporation-to-Release-First-Quarter-of-Fiscal-Year-2025-Financial-Results-on-May-8-2025.html,globenewswire.com,MEDICAL
Medical Corporation,ORGANIZATION,5,24,nltk,1000,https://www.globenewswire.com/news-release/2025/04/24/3067457/0/en/Apyx-Medical-Corporation-to-Release-First-Quarter-of-Fiscal-Year-2025-Financial-Results-on-May-8-2025.html,globenewswire.com,MEDICAL
Release First Quarter,PERSON,28,49,nltk,1000,https://www.globenewswire.com/news-release/2025/04/24/3067457/0/en/Apyx-Medical-Corporation-to-Release-First-Quarter-of-Fiscal-Year-2025-Financial-Results-on-May-8-2025.html,globenewswire.com,MEDICAL
Fiscal,GPE,53,59,nltk,1000,https://www.globenewswire.com/news-release/2025/04/24/3067457/0/en/Apyx-Medical-Corporation-to-Release-First-Quarter-of-Fiscal-Year-2025-Financial-Results-on-May-8-2025.html,globenewswire.com,MEDICAL
Deadline,GPE,0,8,nltk,1001,https://www.koreatimes.co.kr:443/www/nation/2025/03/119_395285.html,koreatimes.co.kr,MEDICAL
Deadline,GPE,0,8,nltk,1002,https://www.koreatimes.co.kr:443/www/nation/2025/04/119_395285.html,koreatimes.co.kr,MEDICAL
Cybersecurity,GPE,0,13,nltk,1003,https://news.northeastern.edu/2025/04/04/kevin-fu-congress-hearing-cybersecurity/,news.northeastern.edu,MEDICAL
Congress,ORGANIZATION,27,35,nltk,1003,https://news.northeastern.edu/2025/04/04/kevin-fu-congress-hearing-cybersecurity/,news.northeastern.edu,MEDICAL
Nonprofit,GPE,0,9,nltk,1004,https://www.click2houston.com/news/local/2025/04/04/nonprofit-pays-off-30-million-in-medical-debt-for-more-than-20-million-people-how-to-see-if-you-were-included/,click2houston.com,MEDICAL
California,GPE,0,10,nltk,1005,https://kfiam640.iheart.com/content/2025-04-21-california-stops-medical-parole-returns-ill-inmates-to-prison/,kfiam640.iheart.com,MEDICAL
Stops Medical Parole,PERSON,11,31,nltk,1005,https://kfiam640.iheart.com/content/2025-04-21-california-stops-medical-parole-returns-ill-inmates-to-prison/,kfiam640.iheart.com,MEDICAL
Returns Ill,PERSON,34,45,nltk,1005,https://kfiam640.iheart.com/content/2025-04-21-california-stops-medical-parole-returns-ill-inmates-to-prison/,kfiam640.iheart.com,MEDICAL
Prison,GPE,57,63,nltk,1005,https://kfiam640.iheart.com/content/2025-04-21-california-stops-medical-parole-returns-ill-inmates-to-prison/,kfiam640.iheart.com,MEDICAL
Madhya,PERSON,0,6,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
Pradesh HC Issues Notice,PERSON,7,31,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
Student Plea Who,ORGANIZATION,35,51,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
MBBS,ORGANIZATION,62,66,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
China,GPE,72,77,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
Against Increase,PERSON,80,96,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
Of Internship Period,ORGANIZATION,97,117,nltk,1008,https://www.livelaw.in/high-court/madhya-pradesh-high-court/madhya-pradesh-high-court-hearing-plea-against-mbbs-students-internship-period-extension-288531,livelaw.in,MEDICAL
UiPath,ORGANIZATION,0,6,nltk,1009,https://www.benzinga.com/news/mid-cap/25/04/44720444/uipath-unveils-ai-powered-medical-record-summarization-solution-significantly-cuts-processing-time,benzinga.com,MEDICAL
Unveils AI,PERSON,7,17,nltk,1009,https://www.benzinga.com/news/mid-cap/25/04/44720444/uipath-unveils-ai-powered-medical-record-summarization-solution-significantly-cuts-processing-time,benzinga.com,MEDICAL
Powered Medical Record,PERSON,20,42,nltk,1009,https://www.benzinga.com/news/mid-cap/25/04/44720444/uipath-unveils-ai-powered-medical-record-summarization-solution-significantly-cuts-processing-time,benzinga.com,MEDICAL
Significantly Cuts,PERSON,68,86,nltk,1009,https://www.benzinga.com/news/mid-cap/25/04/44720444/uipath-unveils-ai-powered-medical-record-summarization-solution-significantly-cuts-processing-time,benzinga.com,MEDICAL
